   -                                                                                                                            -    \                                                                                                                         Mehrere installierte Pakete mit übereinstimmenden Eingabekriterien gefunden. Bitte verfeinern Sie die Eingabe.
Name                                                        ID
Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.… ARP\Machine\X86\{1F1C2DFC-2D24-3E06-BCB8-725134ADF989}
Atmel WinUSB                                                ARP\Machine\X86\{22D3C72E-42F9-4B0F-B331-E0AA134ADF76}
Microsoft SQL Server 2014 Management Objects                ARP\Machine\X86\{2774595F-BC2A-4B12-A25B-0C37A37049B0}
Microsoft .NET Framework 4.5.2 Multi-Targeting Pack (ENU)   ARP\Machine\X86\{290FC320-2F5A-329E-8840-C4193BD7A9EE}
Update for Microsoft Visual Studio 2015 (KB3095681)         ARP\Machine\X86\{2e13383e-8f68-4bb5-959e-9fddd8cb8789}
Microsoft Visual C++ 2012 Redistributable (x86)             Microsoft.VCRedist.2012.x86
EPSON Scan OCR Component                                    ARP\Machine\X86\{3615C893-F844-4A5B-B949-8409EAB62271}
Intel(R) Chipset Device Software                            ARP\Machine\X86\{404581d0-19c1-47ba-bcd3-10178793c239}
Lattice Diamond 3.13                                        ARP\Machine\X86\{54E5EC4E-4A32-468C-B451-2FA6CF85A5E3}
B-FV Setting Tool                                           ARP\Machine\X86\{54E5FD53-E0A5-4BBA-8AB0-826A59C7DBAD}
Microsoft .NET Framework 4.5 Multi-Targeting Pack           ARP\Machine\X86\{56E962F0-4FB0-3C67-88DB-9EAA6EEFC493}
Microsoft .NET Framework 4.5.1 Multi-Targeting Pack         ARP\Machine\X86\{6A0C6700-EA93-372C-8871-DCCF13D160A4}
Microsoft Visual C++ 2005 Redistributable                   Microsoft.VCRedist.2005.x86
Microsoft System CLR Types for SQL Server 2014              ARP\Machine\X86\{718FFB65-F6E4-4D62-861F-ED10ED32C936}
Microsoft .NET Runtime 3.1                                  Microsoft.DotNet.Runtime.3_1
IVI Shared Components 3.0.2                                 ARP\Machine\X86\{85c31987-6168-424f-8dff-023945b5334c}
Microsoft .NET SDK 6.0                                      Microsoft.DotNet.SDK.6
Python Launcher                                             Python.Launcher
FilterPro Desktop                                           ARP\Machine\X86\{91B7C385-40A5-4DCF-AFF9-8A84B7DCA6B1}
Microsoft Visual C++ 2015-2022 Redistributable (x64)        Microsoft.VCRedist.2015+.x64
Microsoft Visual C++ 2008 Redistributable - x86             Microsoft.VCRedist.2008.x86
Microsoft Visual C++ 2013 Redistributable (x86)             Microsoft.VCRedist.2013.x86
Adobe Acrobat DC                                            ARP\Machine\X86\{AC76BA86-1033-FFFF-7760-0C0F074E4100}
Microsoft .NET Framework 4.5.2 Multi-Targeting Pack         ARP\Machine\X86\{B941AFB4-8851-33A1-9E72-0C33D463C41C}
Atmel Driver Files                                          ARP\Machine\X86\{CCC3AC39-5557-4D92-908F-66577DAB9B70}
STP Viewer                                                  IdeaMK.STPViewer
Update for  (KB2504637)                                     ARP\Machine\X86\{CFEF48A8-BFB8-3EAC-8BA5-DE4F8AA267CE}.KB2…
SD Card Formatter                                           ARP\Machine\X86\{D02212EA-E02A-4521-9036-5367734FC66E}
Epson ScanSmart                                             ARP\Machine\X86\{D310BDCC-D4B4-4DC1-B9DF-D1D7367CAC4F}
Microsoft .NET Framework 4.5.1 Multi-Targeting Pack (ENU)   ARP\Machine\X86\{D3517C62-68A5-37CF-92F7-93C029A89681}
Epson Event Manager                                         ARP\Machine\X86\{DBC38C08-9FB5-43A5-B6BA-EB10AC7DA570}
Microsoft Visual C++ 2010 x86 Redistributable               Microsoft.VCRedist.2010.x86
Windows SDK AddOn                                           ARP\Machine\X86\{F1E37C98-16B7-421F-BA33-6C5B5400012A}
STMicroelectronics stlink-server                            ARP\Machine\X86\{F47799D9-26B2-4E45-9689-603534A19A82}
Windows Software Development Kit - Windows 10.0.22621.5040  ARP\Machine\X86\{b72d4013-dd88-405a-9f9d-e88c278dcefe}
PowerShell                                                  Microsoft.PowerShell
Microsoft Visual C++ 2012 Redistributable (x64)             Microsoft.VCRedist.2012.x64
Microsoft Visual Studio 2015 Shell (Isolated)               ARP\Machine\X86\{d2981c27-a434-4c9a-96c7-0209e97c4eac}
Microchip Studio                                            ARP\Machine\X86\{d92df7bb-bc43-4267-a5fe-1ba3bdf1a813}
Microsoft Visual C++ 2015-2022 Redistributable (x86)        Microsoft.VCRedist.2015+.x86
Microsoft .NET SDK 3.1                                      Microsoft.DotNet.SDK.3_1
3Dconnexion 3DxWare 10                                      3Dconnexion.3DxWare.10
IGATE TV 1.2.1                                              ARP\User\X64\24cb3435-576b-5420-8bad-22cd11cc3cde
Autodesk Fusion                                             ARP\User\X64\73e72ada57b7480280f7a6f4a289729f
GIMP                                                        GIMP.GIMP.3
Oh My Posh                                                  JanDeDobbeleer.OhMyPosh
STM32CubeMX                                                 ARP\User\X64\STM32CubeMX
WinDirStat 1.1.2                                            ARP\User\X64\WinDirStat
Wox                                                         Wox.Wox
Zoom Workplace (EXE)                                        Zoom.Zoom.EXE
WinSCP                                                      WinSCP.WinSCP
LocalSend                                                   LocalSend.LocalSend
Python 3.13                                                 Python.Python.3.13
Telegram Desktop                                            Telegram.TelegramDesktop
Windsurf                                                    Codeium.Windsurf
Microsoft Visual Studio Code                                Microsoft.VisualStudioCode
Qt                                                          ARP\User\X64\{84e06856-0ef1-41da-8b6d-0bf69d8fdd7a}
Cadence OrCAD X and Allegro X 23.1                          ARP\User\X64\{A04D090A-B9FA-41C8-806D-227884BF5588}
Python 3.12                                                 Python.Python.3.12
WhatsApp                                                    MSIX\5319275A.WhatsAppDesktop_2.2524.4.0_x64__cv1g1gvanyjgm
Windsurf                                                    MSIX\Exafunction.Windsurf_1.0.0.0_neutral__0n95xng0sqqp2
Windsurf                                                    MSIX\Exafunction.Windsurf_1.0.0.0_neutral__ebj5frz4mxjwy
Microsoft Teams                                             Microsoft.Teams
AV1 Video Extension                                         MSIX\Microsoft.AV1VideoExtension_1.3.4.0_x64__8wekyb3d8bbwe
AVC Encoder-Videoerweiterung                                MSIX\Microsoft.AVCEncoderVideoExtension_1.1.17.0_x64__8wek…
Verbesserungen an der Windows-Anwendungskompatibilität      MSIX\Microsoft.ApplicationCompatibilityEnhancements_1.2411…
Nachrichten                                                 MSIX\Microsoft.BingNews_4.56.242.0_x64__8wekyb3d8bbwe
Microsoft Bing                                              MSIX\Microsoft.BingSearch_1.1.40.0_x64__8wekyb3d8bbwe
MSN Wetter                                                  MSIX\Microsoft.BingWeather_4.54.63007.0_x64__8wekyb3d8bbwe
Copilot                                                     MSIX\Microsoft.Copilot_1.25053.93.0_x64__8wekyb3d8bbwe
App Installer                                               Microsoft.AppInstaller
Microsoft Edge-Spielhilfe                                   MSIX\Microsoft.Edge.GameAssist_1.0.3336.0_x64__8wekyb3d8bb…
Hilfe anfordern                                             MSIX\Microsoft.GetHelp_10.2409.22951.0_x64__8wekyb3d8bbwe
HEIF-Bilderweiterung                                        MSIX\Microsoft.HEIFImageExtension_1.2.20.0_x64__8wekyb3d8b…
HEVC-Videoerweiterungen vom Gerätehersteller                MSIX\Microsoft.HEVCVideoExtension_2.4.0.0_x64__8wekyb3d8bb…
MPEG-2-Videoerweiterung                                     MSIX\Microsoft.MPEG2VideoExtension_1.2.10.0_x64__8wekyb3d8…
Microsoft Edge                                              MSIX\Microsoft.MicrosoftEdge.Stable_135.0.3179.98_neutral_…
Microsoft-Kurznotizen                                       MSIX\Microsoft.MicrosoftStickyNotes_6.1.4.0_x64__8wekyb3d8…
Microsoft .Net Native Framework Package 2.2                 MSIX\Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x64__8…
Microsoft .Net Native Framework Package 2.2                 MSIX\Microsoft.NET.Native.Framework.2.2_2.2.29512.0_x86__8…
Microsoft .Net Native Runtime Package 2.2                   MSIX\Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x64__8we…
Microsoft .Net Native Runtime Package 2.2                   MSIX\Microsoft.NET.Native.Runtime.2.2_2.2.28604.0_x86__8we…
OfficePushNotificationsUtility                              MSIX\Microsoft.OfficePushNotificationUtility_16.0.18827.20…
OneDrive                                                    MSIX\Microsoft.OneDriveSync_25095.518.2.0_neutral__8wekyb3…
Outlook for Windows                                         MSIX\Microsoft.OutlookForWindows_1.2025.522.100_x64__8weky…
Paint                                                       MSIX\Microsoft.Paint_11.2503.381.0_x64__8wekyb3d8bbwe
Power Automate                                              MSIX\Microsoft.PowerAutomateDesktop_1.0.1420.0_x64__8wekyb…
Raw Image Extension                                         MSIX\Microsoft.RawImageExtension_2.5.5.0_x64__8wekyb3d8bbwe
Snipping Tool                                               MSIX\Microsoft.ScreenSketch_11.2503.29.0_x64__8wekyb3d8bbwe
Windows-Sicherheit                                          MSIX\Microsoft.SecHealthUI_1000.27840.1000.0_x64__8wekyb3d…
Microsoft Engagement Framework                              MSIX\Microsoft.Services.Store.Engagement_10.0.23012.0_x64_…
Microsoft Engagement Framework                              MSIX\Microsoft.Services.Store.Engagement_10.0.23012.0_x86_…
Host der Store-Benutzeroberfläche                           MSIX\Microsoft.StorePurchaseApp_22504.1401.4.0_x64__8wekyb…
Microsoft To Do                                             MSIX\Microsoft.Todos_0.148.3611.0_x64__8wekyb3d8bbwe
Microsoft.UI.Xaml                                           Microsoft.UI.Xaml.2.7
Microsoft.UI.Xaml                                           Microsoft.UI.Xaml.2.8
Microsoft Visual C++ 2015 UWP Desktop Runtime Package       Microsoft.VCLibs.Desktop.14
Microsoft Visual C++ 2015 UWP Runtime Package               MSIX\Microsoft.VCLibs.140.00_14.0.30704.0_x64__8wekyb3d8bb…
Microsoft Visual C++ 2015 UWP Runtime Package               MSIX\Microsoft.VCLibs.140.00_14.0.33519.0_x64__8wekyb3d8bb…
Microsoft Visual C++ 2015 UWP Runtime Package               MSIX\Microsoft.VCLibs.140.00_14.0.33519.0_x86__8wekyb3d8bb…
VP9 Video Extensions                                        MSIX\Microsoft.VP9VideoExtensions_1.2.6.0_x64__8wekyb3d8bb…
Webmedienerweiterungen                                      MSIX\Microsoft.WebMediaExtensions_1.2.14.0_x64__8wekyb3d8b…
WebP-Bilderweiterung                                        MSIX\Microsoft.WebpImageExtension_1.2.10.0_x64__8wekyb3d8b…
Widgets Platform Runtime                                    MSIX\Microsoft.WidgetsPlatformRuntime_1.6.9.0_x64__8wekyb3…
Dev Home                                                    MSIX\Microsoft.Windows.DevHome_0.0.0.0_x64__8wekyb3d8bbwe
Microsoft Fotos                                             MSIX\Microsoft.Windows.Photos_2025.11040.23001.0_x64__8wek…
Windows-Uhr                                                 MSIX\Microsoft.WindowsAlarms_1.1.29.0_x64__8wekyb3d8bbwe
WindowsAppRuntime.1.3                                       MSIX\Microsoft.WindowsAppRuntime.1.3_3000.934.1904.0_x64__…
WindowsAppRuntime.1.3                                       MSIX\Microsoft.WindowsAppRuntime.1.3_3000.934.1904.0_x86__…
WindowsAppRuntime.1.4                                       MSIX\Microsoft.WindowsAppRuntime.1.4_4000.1309.2056.0_x64_…
WindowsAppRuntime.1.4                                       MSIX\Microsoft.WindowsAppRuntime.1.4_4000.1309.2056.0_x86_…
WindowsAppRuntime.1.5                                       MSIX\Microsoft.WindowsAppRuntime.1.5_5001.275.500.0_x64__8…
WindowsAppRuntime.1.5                                       MSIX\Microsoft.WindowsAppRuntime.1.5_5001.311.2039.0_x64__…
WindowsAppRuntime.1.5                                       MSIX\Microsoft.WindowsAppRuntime.1.5_5001.373.1736.0_x64__…
WindowsAppRuntime.1.5                                       MSIX\Microsoft.WindowsAppRuntime.1.5_5001.373.1736.0_x86__…
WindowsAppRuntime.1.6                                       MSIX\Microsoft.WindowsAppRuntime.1.6_6000.519.329.0_x64__8…
WindowsAppRuntime.1.6                                       MSIX\Microsoft.WindowsAppRuntime.1.6_6000.519.329.0_x86__8…
WindowsAppRuntime.1.7                                       MSIX\Microsoft.WindowsAppRuntime.1.7_7000.522.1444.0_x64__…
WindowsAppRuntime.1.7                                       MSIX\Microsoft.WindowsAppRuntime.1.7_7000.522.1444.0_x86__…
Windows-Rechner                                             MSIX\Microsoft.WindowsCalculator_11.2502.2.0_x64__8wekyb3d…
Windows-Kamera                                              MSIX\Microsoft.WindowsCamera_2025.2502.17.0_x64__8wekyb3d8…
Feedback-Hub                                                MSIX\Microsoft.WindowsFeedbackHub_1.2505.1101.0_x64__8weky…
Windows-Editor                                              MSIX\Microsoft.WindowsNotepad_11.2503.16.0_x64__8wekyb3d8b…
Windows-Audiorekorder                                       MSIX\Microsoft.WindowsSoundRecorder_1.1.5.0_x64__8wekyb3d8…
Microsoft Store                                             MSIX\Microsoft.WindowsStore_22504.1401.19.0_x64__8wekyb3d8…
Windows Terminal                                            Microsoft.WindowsTerminal
Windows Package Manager Source (winget) V2                  MSIX\Microsoft.Winget.Source_2025.621.403.44_neutral__8wek…
Filme & TV                                                  MSIX\Microsoft.ZuneVideo_10.25041.10021.0_x64__8wekyb3d8bb…
Schnellhilfe                                                MSIX\MicrosoftCorporationII.QuickAssist_2.0.36.0_x64__8wek…
WinAppRuntime.Main.1.5                                      MSIX\MicrosoftCorporationII.WinAppRuntime.Main.1.5_5001.37…
WinAppRuntime.Singleton                                     MSIX\MicrosoftCorporationII.WinAppRuntime.Singleton_7000.5…
Windows-Subsystem für Linux                                 MSIX\MicrosoftCorporationII.WindowsSubsystemForLinux_2.3.2…
Windows Web Experience Pack                                 MSIX\MicrosoftWindows.Client.WebExperience_525.10401.30.0_…
Geräteübergreifender Funktions-Host                         MSIX\MicrosoftWindows.CrossDevice_1.25042.38.0_x64__cw5n1h…
NVIDIA Control Panel                                        MSIX\NVIDIACorp.NVIDIAControlPanel_8.1.968.0_x64__56jybvy8…
Notepad++                                                   MSIX\NotepadPlusPlus_1.0.0.0_neutral__7njy0v32s6xk6
WinRAR                                                      MSIX\WinRAR.ShellExtension_1.0.0.2_x64__d9ma7nkbkv4rp
Mail und Kalender                                           MSIX\microsoft.windowscommunicationsapps_16005.14326.22342…
